"","Cluster ID","Average Coverage","SD Coverage","Average Divergence","SD Divergence","Slope","Estimated Half-life","Top Hit","No. of Hits","%cluster","%genome"
"80","CL98",178.322818428185,59.6510672718672,0.0205525903333333,0.00430314705591226,"-30.5263671917711",0.0227065073352978,"LTR.Copia","4298hits","78%","0.186"
"81","CL99",208.757073170732,NA,0.040631318,NA,NA,NA,"LTR.Copia","3397hits","64.7%","0.175"
"82","CL100",77.2334471544715,29.0147272904717,0.043951338375,0.00926223609744651,"8.87223331830024",-0.0781254454986244,"LTR.Copia","959hits","16.2%","0.175"
"83","CL101",59.6590352303524,35.7897757821774,0.000322405,0.000547698430761856,"-127.827486848896",0.00542252059902662,"ARTEFACT","77hits","1.28%","0.175"
"84","CL102",234.978211382114,123.133230588096,0.0764814166666667,0.00504883405866239,"-51.7024137529017",0.0134064762212585,"LTR.Gypsy","1919hits","37.3%","0.171"
"85","CL105",82.0993459801265,54.834580899582,0.0465613457777778,0.0183754161337322,"-8.19101338245164",0.0846228846414704,"Low_complexity","81hits","1.16%","0.136"
"86","CL107",284.917398373983,7.88694256297082,0.031968336,0.00542706434459663,"2.21546310503418",-0.312867850963039,"LTR.Copia","1397hits","32.5%","0.135"
"87","CL108",70.1110460704608,63.8883698755525,0.035695233,0.00749143864992399,"-55.3053987847132",0.0125330834925927,"Simple_repeat","20hits","0.206%","0.129"
"88","CL109",37.8257442719882,14.1020826114252,0.0367033428181818,0.0118570080239371,"3.81091908599056",-0.181884517860283,"LTR.Gypsy","1775hits","46.2%","0.124"
"89","CL112",82.6763298490128,79.3926048405712,0.0403082855714286,0.00628073415709007,"32.7170418755519",-0.0211861201632017,"LTR.Copia","1356hits","35.5%","0.118"
"90","CL114",128.902569105691,81.4910718394583,0.0488629186666667,0.0127035846732823,"-27.1608476713295",0.0255200864475087,"DNA.MULE.MuDR","128hits","2.47%","0.114"
"91","CL118",114.93268292683,6.55183297872132,0.0301581475,0.000419826973659983,"-59.0022577285111",0.0117478077491432,"DNA.CMC.EnSpm","610hits","16.9%","0.109"
"92","CL119",256.748617886179,NA,0.027756235,NA,NA,NA,"LTR.Copia","1464hits","42%","0.109"
"93","CL120",135.932195121951,28.9247998453315,0.0471201105,0.00662518127145044,"-10.5391537956191",0.0657687698653826,"DNA.MULE.MuDR","81hits","2%","0.108"
"94","CL121",247.487479674797,NA,0.058001834,NA,NA,NA,"Simple_repeat","125hits","1.53%","0.106"
"95","CL123",260.547642276422,97.1755578692883,0.036924037,0.0231387386393676,"-7.16968845470694",0.0966774476936847,"LTR.Copia","112hits","2.2%","0.097"
"96","CL125",105.745170731707,17.5827521011604,0.0514331014,0.00566537481567529,"-6.5456919403352",0.105893645298017,"LTR.Gypsy","1426hits","48.7%","0.095"
"97","CL126",79.9546883468835,6.15606049948974,0.022414081,0.00815056150188985,"-0.691791809105755",1.00195921870764,"LTR.Gypsy","1804hits","63%","0.095"
"98","CL128",68.3186620209059,38.285205490915,0.0317664975714286,0.011798803491281,"9.31974439824059",-0.0743740547960521,"Simple_repeat","53hits","0.833%","0.093"
