CL16	Contig7	25000	189	0.013	0.034555277	5710.6
CL16	Contig20	25000	1169	0.068	0.044837770	5867.2
CL16	Contig29	25000	287	0.018	0.039527454	5481.36
CL16	Contig56	25000	357	0.024	0.040597859	4393.35
CL16	Contig68	25000	659	0.042	0.042407774	5340.69
CL18	Contig61	25000	100	0.011	0.032412554	3028.75
CL18	Contig80	25000	216	0.013	0.073725124	6477.73
CL18	Contig93	25000	97	0.011	0.026716054	2054.23
CL21	Contig3	25000	525	0.022	0.078519186	1874.4
CL21	Contig277	25000	332	0.016	0.065621026	5281.41
CL21	Contig398	25000	281	0.011	0.075843614	4908.76
CL21	Contig430	25000	566	0.027	0.067814244	3722.5
CL21	Contig459	25000	430	0.017	0.065884310	2407.44
CL21	Contig542	25000	264	0.010	0.087007723	1923.91
CL22	Contig6	25000	244	0.018	0.032583560	3615.51
CL22	Contig37	25000	225	0.027	0.020739197	7421.24
CL22	Contig55	25000	128	0.014	0.016076646	6781.33
CL25	Contig3	25000	225	0.012	0.056286275	4573.71
CL25	Contig43	25000	219	0.012	0.053958218	6579.9
CL25	Contig70	25000	234	0.011	0.053631620	6168.62
CL25	Contig75	25000	275	0.019	0.042673014	7211.98
CL25	Contig93	25000	187	0.014	0.035777119	7384.45
CL27	Contig230	25000	290	0.014	0.060389121	2122.16
CL27	Contig281	25000	264	0.011	0.074944482	4304.17
CL27	Contig387	25000	564	0.020	0.080157174	1835.57
CL27	Contig432	25000	425	0.015	0.096192061	2346.59
CL29	Contig1	25000	9	0.076	0.000362901	7362.44
CL30	Contig39	25000	333	0.012	0.087013643	1855.78
CL30	Contig53	25000	247	0.011	0.059196356	2815.13
CL30	Contig79	25000	497	0.024	0.056049428	3152.35
CL30	Contig86	25000	416	0.022	0.058060322	3467.31
CL30	Contig129	25000	260	0.014	0.062323551	3743.92
CL30	Contig131	25000	295	0.014	0.063062709	2360.38
CL30	Contig149	25000	195	0.011	0.056509874	3769.4
CL30	Contig162	25000	209	0.010	0.064086753	2445.63
CL30	Contig175	25000	586	0.030	0.057634136	3974.01
CL31	Contig1	25000	0	0.040	0.000000000	2928.87
CL31	Contig2	25000	17	0.012	0.001261873	985.159
CL31	Contig3	25000	10	0.051	0.000263110	4872.13
CL31	Contig6	25000	36	0.052	0.001030510	4894.71
CL32	Contig38	25000	313	0.016	0.054236520	5145.69
CL32	Contig79	25000	353	0.015	0.073598236	3720.78
CL32	Contig100	25000	238	0.010	0.070122292	6335.09
CL32	Contig102	25000	455	0.019	0.070575471	2839.54
CL32	Contig137	25000	281	0.013	0.059322289	5204.49
CL32	Contig177	25000	294	0.011	0.097662465	2734.65
CL32	Contig186	25000	316	0.013	0.065121680	4998.15
CL33	Contig6	25000	280	0.017	0.047262526	7149.59
CL33	Contig47	25000	257	0.017	0.047588619	7096.19
CL34	Contig87	25000	621	0.040	0.038898606	3697.62
CL34	Contig187	25000	579	0.048	0.031549240	6202.02
CL35	Contig30	25000	169	0.012	0.048985644	2930.67
CL37	Contig99	25000	610	0.031	0.048428283	7165.53
CL40	Contig64	25000	195	0.016	0.041164523	3419.17
CL40	Contig101	25000	196	0.016	0.040432682	3495.24
CL40	Contig135	25000	150	0.014	0.033640056	1884.32
CL47	Contig1	25000	3	0.014	0.000172215	1388.66
CL47	Contig3	25000	8	0.052	0.001020696	7236.03
CL49	Contig15	25000	1333	0.075	0.041212580	5357.66
CL50	Contig2	25000	38	0.118	0.000386085	2886.79
CL50	Contig3	25000	21	0.042	0.000511450	1665.85
CL52	Contig5	25000	48	0.064	0.000806800	5501.22
CL52	Contig13	25000	98	0.012	0.019093618	908.603
CL53	Contig1	25000	24	0.071	0.000421745	2629.89
CL53	Contig2	25000	7	0.032	0.000189663	2386.61
CL53	Contig3	25000	24	0.063	0.000368808	1643.4
CL54	Contig1	25000	133	0.016	0.022252238	4593.01
CL54	Contig11	25000	140	0.012	0.039668150	6660.7
CL86	Contig3	25000	2	0.040	0.000040393	6358.72
CL89	Contig1	25000	38	0.142	0.000243570	1638.02
CL91	Contig1	25000	148	0.020	0.012119260	6018.56
CL91	Contig11	25000	212	0.021	0.023123398	4710.51
CL96	Contig1	25000	49	0.143	0.000413362	1513.12
CL97	Contig2	25000	277	0.031	0.017017733	5485.04
CL97	Contig9	25000	105	0.010	0.026167423	1876.24
CL101	Contig1	25000	67	0.011	0.009745863	2557.78
CL101	Contig9	25000	78	0.011	0.012589697	2469.23
CL101	Contig11	25000	186	0.027	0.013385648	5609.87
CL104	Contig1	25000	18	0.074	0.000288081	2863.36
CL106	Contig7	25000	205	0.018	0.025481092	6768.38
CL108	Contig9	25000	226	0.010	0.063190213	3157.75
CL108	Contig38	25000	262	0.012	0.062772115	3517.87
CL110	Contig1	25000	13	0.028	0.000732142	1361.26
CL110	Contig2	25000	56	0.097	0.000586476	1497.75
CL112	Contig5	25000	1070	0.073	0.035885044	1151.67
CL112	Contig36	25000	150	0.011	0.041102757	1857.97
CL112	Contig39	25000	303	0.018	0.054155056	2063.09
CL112	Contig40	25000	255	0.011	0.062444842	1875.95
CL114	Contig1	25000	18	0.061	0.000264926	2870.64
CL115	Contig1	25000	18	0.060	0.000301486	2851.4
CL118	Contig1	25000	15	0.047	0.000306313	2943.91
CL118	Contig2	25000	28	0.029	0.001020578	1020.73
CL120	Contig2	25000	82	0.104	0.000900960	1502.6
CL121	Contig2	25000	186	0.119	0.001485019	1361.99
CL124	Contig3	25000	46	0.057	0.000794076	1219.16
CL124	Contig4	25000	50	0.049	0.001189389	1315.43
CL124	Contig5	25000	22	0.018	0.001167766	1101.37
CL125	Contig13	25000	268	0.021	0.032914209	1052.03
CL125	Contig23	25000	199	0.018	0.023955948	1707.75
CL125	Contig26	25000	294	0.023	0.031868345	3270.14
CL126	Contig2	25000	5	0.021	0.000695055	6746.37
CL131	Contig2	25000	11	0.048	0.000193560	3069.62
CL135	Contig1	25000	258	0.014	0.059859943	3362.34
CL135	Contig3	25000	100	0.011	0.024047469	695.004
CL135	Contig27	25000	365	0.022	0.051559599	863.681
CL135	Contig33	25000	177	0.014	0.038503545	1026.3
CL137	Contig2	25000	127	0.010	0.035805111	2092.94
CL137	Contig7	25000	214	0.017	0.035008698	5579.71
CL142	Contig65	25000	319	0.012	0.088819031	1471.03
CL160	Contig38	25000	503	0.021	0.063484243	1715.1
CL160	Contig39	25000	224	0.010	0.049337683	1520.34
CL162	Contig10	25000	267	0.015	0.043879688	876.297
CL166	Contig1	25000	20	0.041	0.000777528	2518.84
CL169	Contig1	25000	32	0.026	0.001415880	3596.24
CL176	Contig24	25000	336	0.012	0.084741745	1367.61
CL178	Contig29	25000	192	0.011	0.040291232	1085.52
CL178	Contig31	25000	643	0.046	0.029078543	1584.22
CL180	Contig2	25000	367	0.040	0.018587760	1533.24
CL180	Contig5	25000	118	0.012	0.022533953	1134.99
CL181	Contig1	25000	10	0.013	0.000726186	943.677
CL181	Contig2	25000	37	0.054	0.001006745	1419.25
CL188	Contig13	25000	303	0.027	0.020690791	1836.34
CL191	Contig1	25000	123	0.020	0.011433748	3529.97
CL196	Contig1	25000	8	0.029	0.000529754	2424.04
CL202	Contig27	25000	295	0.018	0.043662605	1688.01
CL203	Contig1	25000	28	0.044	0.000628881	1869.93
CL239	Contig2	25000	246	0.010	0.078574284	761.437
CL240	Contig1	25000	17	0.030	0.000602121	1219.96
CL248	Contig1	25000	30	0.027	0.000936353	1411.06
CL252	Contig1	25000	32	0.030	0.001297478	993.174
CL255	Contig1	25000	198	0.011	0.054933414	748.261
CL255	Contig5	25000	246	0.011	0.062340864	777.569
CL261	Contig1	25000	207	0.019	0.028437844	1282.46
CL261	Contig4	25000	79	0.011	0.010560084	910.368
CL264	Contig1	25000	55	0.032	0.002411764	859.665
CL268	Contig1	25000	261	0.020	0.025775167	1324.76
CL276	Contig8	25000	183	0.011	0.038627365	1044.35
CL276	Contig10	25000	275	0.018	0.031865485	919.309
CL281	Contig2	25000	25	0.020	0.002025371	1347.58
CL285	Contig1	25000	33	0.018	0.002087403	1381.83
CL289	Contig4	25000	145	0.011	0.046351809	883.269
CL291	Contig1	25000	41	0.023	0.001806127	1079.18
CL297	Contig5	25000	252	0.011	0.085657890	679.564
CL303	Contig1	25000	273	0.014	0.055697853	984.412
CL305	Contig5	25000	131	0.014	0.024078541	680.14
CL305	Contig6	25000	123	0.012	0.027346510	581.587
CL313	Contig4	25000	131	0.014	0.016582182	1020.8
CL333	Contig10	25000	197	0.010	0.058805700	1163.32
CL337	Contig1	25000	13	0.014	0.000786275	1123.56
CL358	Contig1	25000	361	0.016	0.062049407	885.665
CL374	Contig2	25000	117	0.011	0.048021753	1013.72
CL378	Contig9	25000	182	0.011	0.071988165	417.777
CL387	Contig2	25000	158	0.011	0.042453679	967.078
CL390	Contig1	25000	213	0.011	0.049403258	757.661
CL396	Contig3	25000	287	0.015	0.040296292	656.663
CL421	Contig2	25000	202	0.011	0.083046136	616.248
CL426	Contig2	25000	70	0.012	0.009106001	942.092
CL470	Contig1	25000	14	0.011	0.001453710	683.776
CL482	Contig2	25000	184	0.012	0.057893907	399.86
CL584	Contig1	25000	135	0.013	0.032695786	600.292
CL789	Contig2	25000	63	0.011	0.028205644	249.75
CL10	Contig22	25000	302	0.012	0.055716843	1342.45
CL10	Contig53	25000	326	0.013	0.062983342	1316.26
CL10	Contig54	25000	284	0.011	0.064345899	1498.59
CL10	Contig71	25000	206	0.011	0.055204166	5864.58
CL10	Contig78	25000	231	0.013	0.061179212	6358.45
