CL10	Contig141	25000	122	0.010	0.052501865	6319.37
CL31	Contig2035	25000	324	0.015	0.066958903	1533.52
CL32	Contig454	25000	224	0.010	0.080870685	5504.32
CL32	Contig622	25000	310	0.011	0.080788455	2730.77
CL84	Contig247	25000	331	0.016	0.057811046	7528.89
CL97	Contig45	25000	230	0.011	0.061190942	330.333
CL97	Contig49	25000	255	0.013	0.056377064	769.303
CL97	Contig138	25000	118	0.015	0.013912848	239.156
CL97	Contig163	25000	543	0.026	0.057641115	749.848
CL97	Contig248	25000	842	0.043	0.054766556	862.489
CL97	Contig335	25000	401	0.021	0.047262436	443.043
CL97	Contig433	25000	239	0.012	0.045055566	435.306
CL97	Contig506	25000	181	0.010	0.043940077	383.351
CL115	Contig35	25000	228	0.010	0.061584530	1172.48
CL115	Contig58	25000	254	0.013	0.059177211	1399.02
CL115	Contig139	25000	207	0.011	0.050644723	6443.03
CL128	Contig218	25000	143	0.011	0.044143051	2572.18
CL136	Contig12	25000	339	0.022	0.031387085	5072.75
CL138	Contig194	25000	238	0.011	0.066913397	2365.83
CL138	Contig529	25000	280	0.016	0.048570014	1714.63
CL150	Contig342	25000	229	0.014	0.046082074	854.468
CL183	Contig262	25000	174	0.011	0.051325360	712.951
CL183	Contig310	25000	255	0.011	0.049991343	385.186
CL193	Contig11	25000	723	0.046	0.046402301	583.717
CL193	Contig135	25000	429	0.027	0.046705529	529.607
CL193	Contig164	25000	170	0.013	0.046319386	390.154
CL193	Contig195	25000	184	0.011	0.046996054	583.759
CL195	Contig398	25000	223	0.013	0.045857089	252.553
CL195	Contig414	25000	179	0.014	0.041630923	224.968
CL196	Contig72	25000	228	0.011	0.068780832	549.575
CL196	Contig82	25000	207	0.010	0.064648239	743.387
CL196	Contig144	25000	395	0.023	0.052625714	1636.7
CL199	Contig48	25000	230	0.016	0.042093748	1651.1
CL199	Contig79	25000	186	0.011	0.052080128	1768.51
CL202	Contig229	25000	139	0.010	0.041866525	510.699
CL209	Contig28	25000	240	0.022	0.022334067	247.958
CL209	Contig40	25000	205	0.012	0.050461299	1358.31
CL209	Contig60	25000	470	0.030	0.042545479	1168.7
CL214	Contig378	25000	157	0.015	0.028278840	1838.88
CL217	Contig34	25000	190	0.012	0.059045605	3564.73
CL249	Contig10	25000	272	0.014	0.050818448	1035.8
CL249	Contig125	25000	237	0.016	0.044166476	1589.1
CL251	Contig201	25000	298	0.011	0.079195438	1572.66
CL297	Contig42	25000	148	0.011	0.052963221	1865.32
CL299	Contig8	25000	314	0.026	0.037649880	1346.23
CL301	Contig6	25000	156	0.011	0.051909082	1041.46
CL301	Contig24	25000	174	0.012	0.045733420	1015.55
CL302	Contig17	25000	205	0.013	0.056430294	2013.19
CL303	Contig2	25000	145	0.013	0.030051788	189.161
CL304	Contig17	25000	159	0.012	0.039842359	561.252
CL304	Contig37	25000	132	0.012	0.045743319	878.573
CL305	Contig11	25000	205	0.011	0.060256291	506.918
CL305	Contig68	25000	184	0.010	0.065693607	652.093
CL306	Contig169	25000	160	0.018	0.032083685	380.317
CL307	Contig1	25000	222	0.015	0.037497212	1046.65
CL307	Contig35	25000	216	0.015	0.042509461	690.207
CL314	Contig146	25000	139	0.010	0.047353872	640.841
CL316	Contig4	25000	137	0.037	0.011177576	698.105
CL316	Contig6	25000	92	0.014	0.010155359	165.46
CL323	Contig53	25000	240	0.012	0.065367155	690.538
CL327	Contig21	25000	260	0.013	0.064379473	994.534
CL334	Contig1	25000	42	0.055	0.000658637	460.588
CL337	Contig38	25000	172	0.010	0.054933516	728.166
CL340	Contig10	25000	149	0.016	0.032739381	1402.13
CL364	Contig85	25000	268	0.014	0.054193781	780.635
CL382	Contig8	25000	162	0.014	0.035891978	818.515
CL388	Contig8	25000	135	0.011	0.043896897	462.675
CL392	Contig15	25000	179	0.013	0.031131858	403.734
CL406	Contig48	25000	172	0.012	0.028622047	206.341
CL409	Contig3	25000	194	0.012	0.052588395	748.148
CL417	Contig31	25000	266	0.014	0.048745961	328.403
CL417	Contig56	25000	187	0.011	0.054930694	202.38
CL421	Contig5	25000	191	0.014	0.025889499	195.457
CL421	Contig8	25000	161	0.012	0.030827882	252.358
CL421	Contig27	25000	180	0.012	0.026342242	250.449
CL423	Contig1	25000	92	0.051	0.001787760	246.763
CL427	Contig18	25000	279	0.012	0.063092449	826.809
CL435	Contig29	25000	209	0.011	0.049895467	391.226
CL453	Contig9	25000	396	0.033	0.025808953	269.322
CL476	Contig1	25000	13	0.014	0.000935802	742.399
CL489	Contig6	25000	215	0.013	0.050129126	395.413
CL494	Contig1	25000	97	0.033	0.003178513	233.596
CL498	Contig22	25000	246	0.013	0.050664267	266.902
CL509	Contig2	25000	250	0.020	0.019586520	239.144
CL533	Contig7	25000	211	0.010	0.056528651	699.22
CL543	Contig2	25000	258	0.026	0.025948965	278.764
CL548	Contig1	25000	49	0.027	0.001758099	258.491
CL575	Contig13	25000	96	0.010	0.016935978	264.204
CL590	Contig6	25000	76	0.011	0.022527023	237.075
CL602	Contig2	25000	63	0.022	0.003083560	221.371
CL642	Contig2	25000	273	0.013	0.050358488	171.296
CL645	Contig3	25000	269	0.014	0.042329813	171.55
CL651	Contig5	25000	155	0.016	0.020096629	225.333
CL656	Contig1	25000	10	0.018	0.000622051	231.905
CL661	Contig5	25000	133	0.012	0.024288358	320.415
CL664	Contig19	25000	131	0.012	0.034282143	204.827
CL689	Contig2	25000	58	0.019	0.003032572	210.666
CL692	Contig1	25000	103	0.010	0.026358146	369.083
CL699	Contig1	25000	17	0.017	0.001129986	233.798
CL710	Contig1	25000	43	0.016	0.002874135	235.815
CL720	Contig3	25000	192	0.012	0.033972301	212.882
CL795	Contig2	25000	20	0.012	0.002992841	329.642
CL801	Contig1	25000	118	0.018	0.008066336	147.151
CL805	Contig7	25000	214	0.011	0.046594926	147.326
CL808	Contig1	25000	30	0.014	0.002133200	232.977
CL823	Contig1	25000	36	0.016	0.002627971	208.803
CL844	Contig1	25000	134	0.013	0.019382291	183.597
CL877	Contig1	25000	37	0.011	0.003679415	207.7
CL888	Contig1	25000	182	0.012	0.027738467	177.713
CL902	Contig1	25000	18	0.011	0.001685291	243.174
CL918	Contig1	25000	21	0.011	0.001740161	197.314
CL924	Contig1	25000	28	0.011	0.002801415	203.719
CL940	Contig1	25000	12	0.012	0.000808289	205.143
CL1096	Contig1	25000	166	0.012	0.023864788	104.238
CL11	Contig645	25000	271	0.010	0.081326199	2077.11
CL22	Contig1546	25000	250	0.011	0.082255578	1943.73
CL29	Contig1071	25000	261	0.013	0.060345881	4280.28
CL34	Contig63	25000	178	0.010	0.054923097	6594.63
CL38	Contig1890	25000	182	0.011	0.062556314	1117.22
CL39	Contig859	25000	264	0.014	0.070322000	3919.97
CL42	Contig342	25000	231	0.012	0.055954947	1197.75
CL42	Contig851	25000	216	0.013	0.064565785	2032.28
CL59	Contig400	25000	236	0.011	0.079063114	1074.34
CL61	Contig264	25000	251	0.014	0.067923053	5446.87
CL79	Contig884	25000	219	0.011	0.072475961	1593.99
CL80	Contig873	25000	182	0.012	0.061187462	737.383
CL87	Contig324	25000	230	0.012	0.059691708	3416.03
CL87	Contig765	25000	224	0.013	0.053880494	2926.2
CL89	Contig549	25000	270	0.012	0.093682146	2504.72
CL91	Contig168	25000	138	0.010	0.050856173	5246.74
CL101	Contig223	25000	270	0.011	0.076445168	1713.6
CL101	Contig270	25000	249	0.010	0.084083646	821.698
CL120	Contig355	25000	390	0.025	0.053392944	3338.38
CL132	Contig188	25000	182	0.013	0.041386739	3427.71
CL132	Contig201	25000	162	0.013	0.041584031	4344.22
CL137	Contig170	25000	239	0.013	0.056714551	6060.53
CL142	Contig1	25000	285	0.014	0.056848037	861.048
CL142	Contig117	25000	356	0.017	0.069798795	471.116
CL142	Contig186	25000	175	0.011	0.040771484	611.343
CL142	Contig420	25000	207	0.011	0.046525623	1102.28
CL142	Contig454	25000	320	0.022	0.032920587	672.043
CL149	Contig81	25000	103	0.011	0.033686943	757.981
CL149	Contig130	25000	134	0.013	0.032947889	1495.69
CL149	Contig171	25000	179	0.017	0.036675526	644.792
CL149	Contig179	25000	150	0.014	0.038707481	1174.7
CL151	Contig35	25000	226	0.011	0.054692754	977.06
CL151	Contig275	25000	199	0.014	0.044145149	603.328
CL151	Contig328	25000	322	0.019	0.042923878	692.984
CL156	Contig87	25000	259	0.016	0.045005656	3178.53
CL170	Contig382	25000	379	0.023	0.057680310	548.107
CL173	Contig403	25000	135	0.011	0.041783101	1907.15
CL173	Contig439	25000	141	0.015	0.030274226	2034.5
CL175	Contig463	25000	161	0.010	0.056043274	912.09
CL176	Contig11	25000	295	0.012	0.088241804	1093.79
CL176	Contig115	25000	217	0.012	0.064621797	703.344
CL225	Contig41	25000	136	0.010	0.038141161	558.354
CL225	Contig112	25000	210	0.013	0.040036443	490.429
CL225	Contig168	25000	288	0.015	0.054295731	455.743
CL253	Contig78	25000	319	0.018	0.045896678	854.993
CL253	Contig80	25000	468	0.028	0.040943057	812.612
CL259	Contig2	25000	236	0.019	0.033445495	1694.75
CL266	Contig37	25000	284	0.017	0.044719923	851.903
CL266	Contig44	25000	167	0.010	0.046826912	996.411
CL266	Contig96	25000	204	0.014	0.042697560	869.414
CL267	Contig68	25000	66	0.014	0.010324272	287.682
CL267	Contig108	25000	256	0.016	0.048008466	743.747
CL267	Contig143	25000	324	0.021	0.042393005	389.993
CL268	Contig6	25000	128	0.011	0.032357913	602.764
CL268	Contig112	25000	298	0.022	0.042593823	744.417
CL318	Contig62	25000	227	0.015	0.037909245	343.528
CL318	Contig84	25000	244	0.014	0.047748417	670.497
CL320	Contig6	25000	176	0.012	0.049585917	346.239
CL320	Contig64	25000	158	0.011	0.037503548	599.451
CL320	Contig71	25000	267	0.020	0.036222764	541.018
CL328	Contig154	25000	250	0.013	0.049288674	328.374
CL329	Contig3	25000	25	0.051	0.000488498	496.873
CL333	Contig34	25000	288	0.015	0.047272844	425.126
CL341	Contig1	25000	172	0.091	0.001940771	254.161
CL356	Contig4	25000	156	0.012	0.033857502	614.792
CL356	Contig9	25000	141	0.014	0.029718713	585.808
CL357	Contig24	25000	307	0.022	0.045431401	1004.25
CL365	Contig1	25000	239	0.015	0.046086106	250.204
CL365	Contig19	25000	124	0.010	0.045280664	149.665
CL367	Contig20	25000	239	0.015	0.033470041	1178.78
CL377	Contig95	25000	166	0.011	0.039901872	596.013
CL379	Contig2	25000	278	0.016	0.041902361	585.957
CL379	Contig17	25000	207	0.013	0.045762848	680.295
CL381	Contig1	25000	28	0.036	0.000739936	510.17
CL384	Contig4	25000	252	0.016	0.048810528	707.668
CL391	Contig6	25000	168	0.011	0.042334280	523.979
CL391	Contig31	25000	195	0.011	0.047850916	639.597
CL396	Contig54	25000	140	0.010	0.046932206	313.792
CL416	Contig2	25000	23	0.020	0.001254181	850.464
