CL1	Contig85	25000	148	0.014	0.021349305	6889.18
CL1	Contig95	25000	183	0.012	0.037659765	5429.04
CL18	Contig232	25000	215	0.011	0.078215881	7137.29
CL18	Contig319	25000	152	0.012	0.067016974	7518.16
CL18	Contig339	25000	354	0.026	0.060958344	7725.29
CL18	Contig354	25000	312	0.016	0.064721925	6366.2
CL20	Contig19	25000	236	0.012	0.064318997	566.841
CL20	Contig57	25000	185	0.015	0.041834110	5915.92
CL20	Contig61	25000	250	0.011	0.075558692	2595.67
CL20	Contig73	25000	10	0.015	0.004779850	7182.79
CL20	Contig76	25000	181	0.014	0.040470646	2625.14
CL20	Contig84	25000	179	0.010	0.059327354	743.204
CL20	Contig116	25000	381	0.015	0.075783381	3754.94
CL20	Contig138	25000	244	0.011	0.069005463	4875.57
CL20	Contig140	25000	426	0.018	0.072825407	4435.11
CL20	Contig142	25000	288	0.010	0.086605262	3266.36
CL20	Contig162	25000	258	0.011	0.069862843	2991.8
CL20	Contig200	25000	282	0.011	0.074583855	4267.46
CL20	Contig213	25000	267	0.011	0.076854851	3316.34
CL20	Contig219	25000	278	0.011	0.068115912	3024.92
CL20	Contig226	25000	308	0.014	0.064993440	3403.03
CL20	Contig236	25000	325	0.011	0.078867344	3452.84
CL20	Contig246	25000	335	0.017	0.055690987	5818.32
CL20	Contig248	25000	369	0.018	0.066811398	2189.83
CL20	Contig252	25000	327	0.014	0.076607652	1832.76
CL20	Contig259	25000	445	0.018	0.072280389	4181.72
CL20	Contig278	25000	325	0.011	0.088886401	2949.55
CL20	Contig311	25000	325	0.015	0.061003580	3261.88
CL40	Contig281	25000	168	0.013	0.051143116	5132.79
CL40	Contig303	25000	190	0.014	0.052085581	6615.23
CL43	Contig27	25000	371	0.021	0.034777219	1683.96
CL43	Contig60	25000	456	0.029	0.039264876	7107.94
CL43	Contig65	25000	212	0.020	0.030417531	6653.7
CL43	Contig79	25000	260	0.021	0.038754236	7194.17
CL43	Contig88	25000	367	0.030	0.029746025	7031.85
CL44	Contig1	25000	32	0.068	0.002833409	7715.09
CL65	Contig1	25000	38	0.025	0.005943058	7413.89
CL72	Contig2	25000	100	0.127	0.001492062	1607.88
CL72	Contig8	25000	132	0.011	0.022982274	900.182
CL72	Contig13	25000	73	0.098	0.002270376	3589.07
CL75	Contig3	25000	119	0.018	0.012178413	1978.6
CL75	Contig4	25000	45	0.019	0.008763985	7527.42
CL87	Contig2	25000	147	0.238	0.001002487	1825.81
CL88	Contig4	25000	181	0.017	0.034308042	2640.23
CL88	Contig19	25000	327	0.015	0.056405826	1167.64
CL88	Contig30	25000	262	0.025	0.026121093	2101.43
CL88	Contig33	25000	137	0.012	0.026541154	2239.53
CL88	Contig47	25000	187	0.021	0.022398791	1686.03
CL88	Contig48	25000	127	0.012	0.034598193	2634.96
CL88	Contig54	25000	141	0.010	0.046135139	1406.62
CL88	Contig67	25000	254	0.025	0.029665012	1686.09
CL88	Contig77	25000	146	0.014	0.021091814	2075.85
CL88	Contig78	25000	522	0.050	0.020702782	1345.79
CL88	Contig84	25000	110	0.010	0.032098138	3050.76
CL89	Contig15	25000	786	0.050	0.058514520	1650.85
CL89	Contig29	25000	143	0.010	0.027575942	897.78
CL89	Contig30	25000	251	0.015	0.057326602	1209.59
CL89	Contig39	25000	277	0.019	0.056376360	1187.6
CL89	Contig47	25000	365	0.025	0.048296331	1315.06
CL89	Contig54	25000	181	0.011	0.052486499	1120.09
CL89	Contig71	25000	438	0.028	0.054219698	1272.69
CL89	Contig120	25000	178	0.011	0.036875664	1162.51
CL89	Contig148	25000	1109	0.072	0.032119357	1158.66
CL89	Contig166	25000	247	0.011	0.046734721	1156.36
CL90	Contig17	25000	194	0.010	0.053256602	1274.06
CL90	Contig132	25000	196	0.012	0.040434957	3713.23
CL90	Contig155	25000	404	0.021	0.047705366	1663.97
CL90	Contig177	25000	262	0.014	0.043023491	1122.97
CL90	Contig181	25000	167	0.013	0.037287271	2692.88
CL90	Contig184	25000	316	0.021	0.042061149	3794.29
CL90	Contig189	25000	264	0.016	0.046943836	2590.3
CL90	Contig205	25000	234	0.016	0.036978495	2579.76
CL91	Contig1	25000	151	0.089	0.003865792	4049.41
CL93	Contig2	25000	101	0.126	0.001648883	2864.47
CL93	Contig3	25000	11	0.014	0.000887642	956.025
CL97	Contig28	25000	219	0.019	0.023812001	1016.67
CL97	Contig29	25000	196	0.016	0.029470851	1708.78
CL97	Contig102	25000	176	0.019	0.020299139	1371.65
CL97	Contig113	25000	155	0.012	0.032829400	2671.6
CL97	Contig117	25000	339	0.018	0.055070917	4473.51
CL100	Contig178	25000	169	0.010	0.048003125	5900.69
CL108	Contig1	25000	195	0.010	0.052246975	617.453
CL108	Contig19	25000	133	0.011	0.032943615	1060.45
CL108	Contig25	25000	232	0.012	0.048199757	581.358
CL108	Contig36	25000	140	0.010	0.044889693	1244.77
CL108	Contig40	25000	328	0.016	0.058554447	768.889
CL108	Contig48	25000	131	0.011	0.039722124	1252.89
CL108	Contig65	25000	795	0.062	0.034655895	1768.95
CL108	Contig70	25000	328	0.024	0.041286724	1476.39
CL109	Contig1	25000	389	0.024	0.037789722	658.645
CL109	Contig10	25000	218	0.010	0.070359849	821.957
CL109	Contig11	25000	192	0.013	0.041574504	542.847
CL109	Contig12	25000	619	0.060	0.018006859	790.882
CL109	Contig21	25000	209	0.012	0.054339052	597.689
CL109	Contig25	25000	240	0.018	0.027237140	677.278
CL109	Contig28	25000	669	0.039	0.045893334	768.51
CL109	Contig36	25000	557	0.042	0.033189530	591.68
CL109	Contig38	25000	290	0.026	0.024151934	374.116
CL109	Contig47	25000	200	0.016	0.029638561	378.519
CL109	Contig52	25000	576	0.043	0.032834315	899.235
CL109	Contig57	25000	206	0.013	0.038101179	633.839
CL110	Contig12	25000	1441	0.109	0.030908745	1862.05
CL111	Contig2	25000	119	0.062	0.004678068	3990.41
CL114	Contig2	25000	74	0.119	0.001061876	1730
CL117	Contig24	25000	434	0.028	0.049098159	1214.42
CL117	Contig51	25000	264	0.016	0.047612337	1026.22
CL117	Contig67	25000	210	0.012	0.056558459	1284.58
CL117	Contig68	25000	190	0.012	0.054629594	1945.92
CL117	Contig114	25000	175	0.010	0.052027642	3267.68
CL120	Contig157	25000	230	0.011	0.071722392	6442.86
CL125	Contig39	25000	194	0.016	0.033041294	2187.27
CL125	Contig51	25000	290	0.013	0.052720765	685.092
CL125	Contig60	25000	544	0.026	0.051332930	709.347
CL125	Contig73	25000	366	0.018	0.052801082	733.751
CL125	Contig112	25000	297	0.013	0.062183864	688.694
CL134	Contig16	25000	168	0.011	0.043376019	2388.34
CL138	Contig112	25000	308	0.012	0.085959156	3216.21
CL143	Contig21	25000	545	0.025	0.055140230	954.045
CL143	Contig22	25000	201	0.012	0.041101721	767.738
CL143	Contig32	25000	990	0.052	0.046434480	1139.9
CL144	Contig22	25000	192	0.011	0.045557284	604.648
CL144	Contig60	25000	223	0.013	0.042851472	985.669
CL144	Contig61	25000	268	0.016	0.049872605	825.903
CL144	Contig78	25000	189	0.011	0.048200477	677.023
CL146	Contig1	25000	407	0.038	0.038937404	1096.97
CL146	Contig15	25000	146	0.017	0.025174531	959.928
CL146	Contig18	25000	168	0.019	0.024670760	1004.73
CL149	Contig17	25000	191	0.015	0.051572415	2719.26
CL149	Contig41	25000	306	0.015	0.048102403	1373.34
CL150	Contig3	25000	443	0.041	0.026969718	2317.03
CL157	Contig2	25000	68	0.074	0.001474747	1164.55
CL163	Contig29	25000	222	0.021	0.030277507	2049.07
CL163	Contig31	25000	138	0.012	0.029860837	1649.95
CL171	Contig1	25000	46	0.031	0.003555269	1938.65
CL178	Contig6	25000	276	0.017	0.048138009	613.355
CL178	Contig15	25000	214	0.012	0.045694755	871.079
CL180	Contig2	25000	840	0.039	0.051811260	737.713
CL180	Contig3	25000	428	0.021	0.049335597	635.438
CL183	Contig2	25000	266	0.013	0.046786836	624.74
CL183	Contig6	25000	291	0.017	0.051678540	629.866
CL183	Contig7	25000	248	0.012	0.052165997	474.015
CL183	Contig16	25000	133	0.012	0.031702808	467.504
CL190	Contig1	25000	51	0.033	0.001842372	995.361
CL197	Contig2	25000	7	0.028	0.000219347	1108.53
CL201	Contig1	25000	371	0.036	0.022186239	877.035
CL205	Contig11	25000	498	0.019	0.067960379	611.767
CL207	Contig11	25000	155	0.010	0.042361282	749.624
CL207	Contig18	25000	152	0.010	0.038399084	620.834
CL232	Contig1	25000	221	0.014	0.041350242	757.198
CL236	Contig5	25000	426	0.018	0.058634014	507.332
CL239	Contig10	25000	217	0.013	0.048388988	535.948
CL256	Contig5	25000	235	0.013	0.053282747	647.066
CL258	Contig6	25000	223	0.010	0.069909180	580.936
CL263	Contig3	25000	234	0.015	0.037437014	454.055
CL279	Contig1	25000	191	0.017	0.024960930	370.16
CL279	Contig2	25000	110	0.010	0.025933858	361.872
CL282	Contig9	25000	153	0.011	0.044917853	486.579
CL285	Contig10	25000	197	0.012	0.056669121	521.577
CL297	Contig8	25000	268	0.014	0.061888918	579.245
CL299	Contig4	25000	167	0.017	0.041775727	467.835
CL302	Contig2	25000	264	0.015	0.090871695	347.689
CL308	Contig1	25000	141	0.014	0.022902748	806.319
CL328	Contig2	25000	152	0.011	0.030984572	543.828
CL334	Contig4	25000	239	0.013	0.052948108	347.295
CL357	Contig1	25000	252	0.017	0.036955195	352.389
CL407	Contig1	25000	244	0.011	0.061461528	661.032
